id_pessoa,idade_pessoa,renda_pessoa,propriedade_residencial_pessoa,tempo_emprego_pessoa,id_emprestimo,motivo_emprestimo,nota_emprestimo,quantia_emprestimo,taxa_emprestimo,status_emprestimo,percentual_renda_emprestimo,id_banco,existencia_inadimplencia_banco,tempo_primeiro_credito_banco
RlseJBxK-6YmY,29.0000,58000.0000,Mortgage,9,eonD9ohq-hYFW,Education,B,15900.0000,11.013104465037149,0,0.27,LwxeXCrL-WCmr,N,6.0000
rcWErqa3-RIzo,35.0000,138000.0000,Rent,2,InNFUErq-amTU,Personal,A,14000.0000,7.9,1,0.1,yHKsAGlN-qkpR,N,8.0000
heEusBAd-AU5n,21.0000,24000.0000,Rent,0,HGSLTomT-Fkha,Education,B,6400.0000,10.95,0,0.27,KSqDt6r3-pxfe,N,3.0000
hhiF0sps-W5Gk,24.0000,25000.0000,Rent,2,o7ZJpzaR-5rPo,Debtconsolidation,A,5000.0000,8.94,1,0.2,YG4UFXtT-Mqun,N,2.0000
1cUKGNO7-Gbfm,38.0000,80000.0000,Mortgage,7,KTEQPHqh-Baec,Homeimprovement,A,10000.0000,7.29,0,0.13,duIf72yr-IAA9,N,16.0000
KS0rLJkK-LDbP,27.0000,54000.0000,Rent,6,BGCruxf0-DioK,Debtconsolidation,B,5000.0000,11.99,1,0.09,0i2mwAKH-r073,N,10.0000
qff15u60-SEY1,30.0000,60000.0000,Own,7,o1CNrhXe-p42c,Debtconsolidation,D,6000.0000,14.84,0,0.1,pXqH3Pfq-0dWA,Y,5.0000
LYeNgPvJ-8cf2,27.0000,137720.0000,Mortgage,6,17grITqW-sziZ,Debtconsolidation,A,13000.0000,7.14,0,0.09,eJG0RGi3-k4Hy,N,9.0000
yatEuAyY-wfI8,24.0000,130000.0000,Mortgage,8,lByGhRo3-Rulx,Personal,C,13000.0000,13.61,0,0.1,R32WSm4f-PFuO,N,4.0000
zmkqziYI-vDzt,22.0000,33280.0000,Rent,2,UOgkDzov-7Dtv,Venture,C,10000.0000,12.53,0,0.3,kx4OnPnX-L729,Y,4.0000
MCAxHwKn-1DuM,21.0000,30000.0000,Rent,3,4871hUmi-NBtv,Medical,B,14000.0000,10.65,1,0.47,ploLInn8-99GB,N,2.0000
beAkRpEA-GqEN,31.0000,69000.0000,Rent,12,wc5RvDv1-h4rz,Homeimprovement,A,16000.0000,5.99,0,0.23,XzeubTB7-AsN3,N,6.0000
qtJZkI3J-wCZG,32.0000,30000.0000,Rent,0,fAyI5WdZ-iRJa,Personal,B,3500.0000,11.71,1,0.12,dp2UQWh0-RTKU,N,10.0000
nxJEbpGv-D3OL,24.0000,44000.0000,Mortgage,4,gvLyZST3-rhTC,Homeimprovement,A,2200.0000,8.9,1,0.05,8YDH76UX-nadk,N,4.0000
QvlGZiWp-zcsK,23.0000,51000.0000,Rent,3,3dnLPCiD-yQxD,Debtconsolidation,E,12000.0000,17.99,1,0.24,7lYeQmFK-He0K,Y,4.0000
YddBqFAB-b9Od,21.0000,25200.0000,Rent,1,JJy1zjbp-0xEI,Personal,A,4000.0000,8.49,0,0.16,nILBfYNF-DJ2m,N,4.0000
ntBcdZhQ-rcyr,24.0000,60000.0000,Rent,1,cKaYyfrf-Wrlf,Medical,C,10000.0000,12.73,0,0.17,5FEtL73q-uBdC,Y,2.0000
090g2oWt-uTkL,24.0000,21600.0000,Rent,0,Hx8khlpH-iKtd,Medical,A,1450.0000,11.013104465037149,0,0.07,x4ZzAEC6-22Br,N,3.0000
gsnzkR1O-vRGX,23.0000,88000.0000,Mortgage,4.787874228975478,pUJmJ74X-5yc5,Venture,C,1000.0000,13.49,1,0.01,f15Ogevz-ZJ1T,Y,4.0000
7hZqYlvA-UmgK,26.0000,93000.0000,Mortgage,10,IuOMKYN8-CPOb,Debtconsolidation,B,6000.0000,10.99,0,0.06,iwRA7Tl0-Dkk8,N,3.0000
pSJGyoSq-c3ox,35.0000,78862.0000,Mortgage,14,X0uyeXv2-I7K4,Education,D,25000.0000,12.49,0,0.32,13i3ohUk-Ni55,Y,9.0000
wIKDmqCp-O9cG,27.0000,90000.0000,Mortgage,5,uaexmyBj-kLNN,Homeimprovement,A,15000.0000,7.49,0,0.17,STPMhRZ7-ycQn,N,5.0000
qb0HDmAH-rm0x,22.0000,54000.0000,Rent,4,lLjRP0ta-YTo0,Medical,C,8075.0000,13.06,0,0.15,mNBuR9wS-rMN6,N,3.0000
QX9HxnR2-ByOz,25.0000,31200.0000,Rent,0,scIA3mXg-4vlj,Debtconsolidation,A,3600.0000,8.9,0,0.12,OcaO6Xbt-lbQv,N,2.0000
QTWO2Eiv-M8M5,26.0000,110000.0000,Mortgage,2,w1ABYrzH-euQY,Venture,D,4500.0000,14.84,0,0.04,5RUmrw9Y-9qY6,N,4.0000
pFi4fCzo-Zest,31.0000,58000.0000,Mortgage,15,p0NpzkQB-YXBx,Debtconsolidation,E,16000.0000,11.013104465037149,1,0.28,L6lkSpWW-ccq5,N,8.0000
8MZTZZD0-Rfsa,23.0000,80196.0000,Own,2,OsXmDaDJ-xNfy,Venture,B,30000.0000,9.91,0,0.37,PXhWI6JT-O1qm,N,3.0000
nmpWoB30-5HC8,37.0000,120000.0000,Mortgage,5,eKbjeCMm-4WbU,Personal,A,5400.0000,5.99,0,0.04,Z8UUM74n-0FxC,N,17.0000
SodQz36H-3QBk,23.0000,95000.0000,Rent,2,P7LjeTBU-fI1y,Education,B,20000.0000,10.99,0,0.21,tGJH2PbP-3LLr,N,2.0000
nYle7rFG-1pHu,30.0000,43000.0000,Rent,2,uoS75jj7-kobs,Debtconsolidation,A,14400.0000,6.99,1,0.33,lfQ1BLeS-NIyF,N,10.0000
7am4zqlz-WD7n,25.0000,35000.0000,Rent,3,aNvPpegk-Cq6F,Venture,B,2400.0000,12.53,0,0.07,p0vQ7IXj-sduf,N,2.0000
QnwzloTm-7XHb,22.0000,70000.0000,Rent,3,vs7TiGx2-Hiql,Personal,B,5600.0000,11.14,0,0.08,GftZd0Jp-uL7q,N,3.0000
6RI99pGy-T1SY,21.0000,32000.0000,Rent,3,626hK1FP-luTk,Education,A,5000.0000,7.68,0,0.16,wagwh0bj-Oi3l,N,4.0000
CRlt8igQ-WLcw,27.0000,75127.0000,Rent,11,KxBza0mT-l41E,Homeimprovement,B,15000.0000,10.64,0,0.2,CFNn6H4t-Y4GG,N,6.0000
Dayu9gf1-U17z,29.0000,57504.0000,Rent,2,G0wGmOnH-Hv7E,Venture,A,3200.0000,7.68,0,0.06,BmvzEk3f-uubQ,N,9.0000
wTIrGiz0-agYM,25.0000,33600.0000,Rent,0,9Xwwz4Bn-qYHx,Education,D,1000.0000,15.57,1,0.03,pWUO39WN-QqSb,Y,2.0000
1AWUeSY8-xdDc,22.0000,44094.0000,Rent,1,34cmos6A-5Tc9,Venture,A,3600.0000,7.37,0,0.08,qfRZakjl-Sw5q,N,3.0000
5NHNYHAZ-QtG9,25.0000,33600.0000,Rent,0,YHHJ3QSw-matl,Personal,B,15000.0000,11.11,1,0.45,LOnADdNA-JlOy,N,4.0000
0ubol1kD-einN,21.0000,71688.0000,Mortgage,2,AqbfbJqP-EK8O,Education,D,7500.0000,13.17,0,0.1,5HkglzaP-qOkT,Y,4.0000
NXgttZT9-hkp6,30.0000,77000.0000,Mortgage,2,WeNCYWry-UodR,Personal,B,25000.0000,12.18,0,0.32,gewIdscH-FHzi,N,10.0000
YDovEwBH-0eek,23.0000,75000.0000,Mortgage,7,tfCownGr-MEJ5,Personal,B,4950.0000,10.99,0,0.07,rdnQR6Ph-0gZD,N,3.0000
HeqxfhiM-HNxK,23.0000,22800.0000,Rent,0,UrXiQ7hE-frMg,Personal,C,1600.0000,13.06,0,0.07,BzsmnBEG-CKgp,N,2.0000
4dBgF6pe-dP8Q,23.0000,68500.0000,Mortgage,7,C4GYu97a-LBDn,Venture,C,4200.0000,11.66,0,0.06,5rpXtlCt-cLYe,N,3.0000
NfMOCLXS-NRJf,28.0000,125000.0000,Mortgage,12,hgSA871r-gdEh,Personal,A,30000.0000,7.51,0,0.24,wzDw5HuF-GbLS,N,5.0000
i8tKoD3U-NDPv,27.7309,50000.0000,Mortgage,4,WNuhfqIz-FEgU,Personal,B,9590.5644,11.013104465037149,1,0.16,xFRqrhYf-IO0z,N,4.0000
Dk1jdXTs-aWEU,29.0000,36000.0000,Rent,4.787874228975478,LuJ6HFps-lGro,Education,A,2400.0000,10.75,0,0.17022825037310413,7Scgn6iB-TOGt,N,9.0000
cC3yXuHi-oim3,40.0000,35820.0000,Rent,0,vldpUMcU-rZMn,Personal,B,3275.0000,8.88,0,0.09,cSpfqwAP-dLyb,N,13.0000
3hNtI8mY-SG6L,23.0000,42000.0000,Rent,2,mvTWklvp-XiB3,Education,C,4550.0000,15.23,0,0.11,ZLbgc3c1-HG4P,N,4.0000
zKhBXo2u-WqgH,23.0000,70000.0000,Mortgage,5,oWxhfJ5z-XbcS,Education,B,20000.0000,12.21,0,0.29,dNdJZagZ-EYux,N,4.0000
5KqBhclR-tt3i,36.0000,30000.0000,Rent,7,70v4ELzo-oxCr,Education,B,4000.0000,10.74,0,0.13,PuKh3ve9-TNpN,N,12.0000
Gr8MhjDI-MCg1,36.0000,130000.0000,Mortgage,9,scx8Pjmp-ZFfP,Medical,B,12000.0000,11.013104465037149,0,0.09,FhASpwXB-ZTBp,N,14.0000
jl6JAb9j-xxxe,33.0000,44000.0000,Rent,2,JB4znP82-IAPa,Medical,C,9600.0000,13.16,0,0.22,NGXRZZwo-l88A,Y,5.0000
wvOzrj68-gt5h,31.0000,55000.0000,Mortgage,3,D0O2Jz4K-00M6,Debtconsolidation,B,6250.0000,9.99,0,0.11,odgziDp0-v0IQ,N,9.0000
xAZwUKvT-BKbb,29.0000,77000.0000,Mortgage,3,tXZw21nh-MRP4,Personal,A,5000.0000,7.14,0,0.06,ShvuZspU-TEBU,N,7.0000
feW4eGqy-MRWU,23.0000,103000.0000,Mortgage,1,UmxhGGQg-yiIm,Personal,E,20000.0000,17.04,0,0.19,atRAw3qo-Q3Ud,N,2.0000
Aszyt0us-FIBT,34.0000,45600.0000,Rent,4.787874228975478,962bta8Y-oJ0n,Personal,B,23500.0000,11.36,1,0.52,brgKenyh-RHaB,N,9.0000
y6L6k2xY-liTL,29.0000,72500.0000,Mortgage,2,ryhu3pCt-dsJ1,Medical,C,7000.0000,13.79,0,0.1,YXK3AIIe-ZfCZ,Y,8.0000
ttpjvO1M-4YSh,24.0000,52000.0000,Rent,1,NybAzyEy-vXbb,Medical,A,7000.0000,7.74,0,0.13,7C5spBUa-5xm6,N,4.0000
2RppaIsE-DUiR,28.0000,39000.0000,Rent,6,imfOGSh4-TdqM,Medical,D,3600.0000,16.29,1,0.09,h5kjY2qh-ZE4R,N,8.0000
Db3UxMkR-wYuN,29.0000,34999.0000,Rent,2,jLuOgHNJ-GiZP,Medical,B,12000.0000,11.58,1,0.34,p8jftg5M-HLLZ,N,10.0000
8r3Iq8Ij-QXhf,29.0000,60000.0000,Rent,1,NFI3Mr6I-Qchn,Homeimprovement,C,9600.0000,11.66,0,0.16,gdJzQ1e3-FQ4F,Y,6.0000
m5yd9Udz-v818,56.0000,150000.0000,Rent,7,0th4rJz9-7cJF,Homeimprovement,C,10000.0000,13.49,0,0.07,nK4jWKS6-5OSn,N,20.0000
QC0tpXpD-JWXw,28.0000,38688.0000,Rent,2,T2K5OHP4-bpTZ,Education,C,3000.0000,12.73,0,0.08,wtklsS8x-up1L,Y,8.0000
nrX2K1mT-JbDp,42.0000,60000.0000,Rent,3,yhPjFiX7-KiNc,Personal,C,11300.0000,13.61,0,0.19,POumEXac-uprE,Y,14.0000
oF2iBtml-BkoM,24.0000,76000.0000,Mortgage,7,IckAjl2u-xz0I,Venture,A,13500.0000,8.49,0,0.18,hsJfFd5d-HEhF,N,4.0000
bMFxuibh-bOUb,30.0000,50000.0000,Rent,4,dzUb6e3m-lP8q,Personal,A,6000.0000,5.79,0,0.12,laIx7Qg2-WsxY,N,7.0000
QYELTaBX-yN78,37.0000,40000.0000,Own,1,S4wTjN5p-ExJA,Venture,B,15000.0000,11.48,0,0.38,O26G3HSc-hBLf,N,14.0000
970XGi1z-Kk74,29.0000,36000.0000,Rent,0,CTWcuFJb-jkfx,Medical,C,5000.0000,11.013104465037149,0,0.14,irz8nIf5-wPIc,Y,5.0000
gyiHz9AO-X50v,31.0000,72000.0000,Rent,6,m7kAqJOZ-GHXI,Debtconsolidation,B,21000.0000,11.99,1,0.29,LprJBFXc-tgIs,N,6.0000
TSlqq6SE-5rCo,25.0000,31008.0000,Rent,7,yye6Ffol-PbIv,Medical,D,8000.0000,11.013104465037149,1,0.26,7bkaav3w-AhN1,N,3.0000
M1Zo1L9k-4YCs,31.0000,60000.0000,Mortgage,15,OwRKJ0Nb-nO9e,Education,C,15000.0000,12.68,0,0.25,8dnTNjaf-Wq17,N,6.0000
2hgKQxXy-dqUx,43.0000,93000.0000,Mortgage,15,35uepdwm-0q7e,Debtconsolidation,D,7500.0000,12.86,1,0.08,such7Rb9-oSkm,Y,15.0000
d1iPs3a3-TUqz,29.0000,96000.0000,Mortgage,1,gxhRB03I-6yOD,Debtconsolidation,A,11200.0000,5.42,0,0.12,caRwDAru-UKyH,N,9.0000
ukwUTxqL-hOYI,24.0000,110000.0000,Mortgage,7,39bBL83f-Fgx1,Personal,A,12000.0000,8.94,0,0.11,FU5pT6bi-mZHh,N,3.0000
lLbKI02R-r3g8,38.0000,43000.0000,Mortgage,3,ofhhxNmj-klOc,Debtconsolidation,A,8250.0000,7.51,0,0.19,OOv0pbNZ-Ozen,N,12.0000
ycfs9mdu-rNsa,29.0000,84000.0000,Mortgage,6,SsiL2I2w-Wz1i,Debtconsolidation,D,8000.0000,14.96,1,0.1,bo1Q1DM8-Epk5,N,5.0000
NgepK6eQ-uPxF,31.0000,36000.0000,Rent,2,wTIS7Trh-DZNh,Medical,B,5000.0000,10.36,0,0.14,PhltNzsO-jNC3,N,9.0000
juUuJuK5-xJXc,26.0000,78402.0000,Rent,3,NY89buhZ-LFGO,Venture,B,11200.0000,11.71,0,0.14,Z5iBir88-INhU,N,3.0000
FxmdyAtC-zkTP,25.0000,34000.0000,Mortgage,9,X46qWsqa-FXCO,Debtconsolidation,A,2000.0000,7.66,1,0.06,FB7kTz1Z-B69U,N,4.0000
D8gmZGcQ-TnNf,25.0000,130000.0000,Mortgage,5,DGcbYEi1-EP26,Venture,C,20000.0000,13.48,0,0.15,onbJ52GL-EikZ,N,2.0000
SwZ7bcvH-fNF8,22.0000,27048.0000,Rent,0,4lqhlqQh-xjsd,Education,C,10000.0000,12.61,1,0.37,9GhZMiIT-vin2,Y,4.0000
OoLM7GCM-g5az,26.0000,51000.0000,Rent,3,CkTOIrYG-G6At,Debtconsolidation,D,3500.0000,13.24,1,0.07,B5NvzQQP-LAZC,Y,4.0000
sz7L6GwH-AaOZ,22.0000,40000.0000,Rent,2,h67eeDi4-zCis,Venture,A,11200.0000,7.88,0,0.28,uozOGqK2-7ahF,N,2.0000
K7c8Dksb-Ooq0,44.0000,36000.0000,Rent,6,Wtz9QIgL-d9Rx,Venture,D,4000.0000,15.2,0,0.11,KHJ7TPyw-fRuw,N,12.0000
s9KENkpe-KEJO,25.0000,85000.0000,Rent,4,mKIEOSo1-8eQI,Homeimprovement,B,20000.0000,11.013104465037149,0,0.24,OZxpUvaN-vOqt,N,2.0000
qosfnph2-Icff,24.0000,145000.0000,Mortgage,4,KQy75ddQ-vIcF,Debtconsolidation,B,20000.0000,11.36,0,0.14,bx6biJAC-2JiG,N,3.0000
XEccpHoE-HfYx,27.0000,58000.0000,Mortgage,4,YSBjxSC2-ysfq,Debtconsolidation,C,1500.0000,11.013104465037149,0,0.03,AD2SZRZv-NE4t,N,9.0000
jn8Ia4cU-z64J,33.0000,85000.0000,Mortgage,12,rPhvYPrw-tzg1,Homeimprovement,A,8000.0000,7.14,0,0.09,Gii9lso9-K7nU,N,8.0000
GBfY6kx3-EsNn,35.0000,75000.0000,Mortgage,9,gKA3APLJ-3NDZ,Education,A,10000.0000,7.29,0,0.13,MmlvwGi6-kqEJ,N,9.0000
ylt1ihzG-JxPa,23.0000,58600.0000,Mortgage,6,QPW6XxwK-eCkB,Personal,A,7800.0000,7.9,0,0.13,1x9F9GmS-KO2M,N,4.0000
AfaA4i1U-Tc2B,30.0000,50000.0000,Rent,2,aY4AeFWF-cF6d,Venture,C,2000.0000,14.79,0,0.04,bWeAfQow-JNgp,N,10.0000
vkSPEkzo-3ocC,25.0000,23040.0000,Rent,0,KnrZmR8l-KDrT,Debtconsolidation,C,3200.0000,14.79,0,0.14,hGNUitPm-TrGq,N,2.0000
sKnA0Je0-YzRt,42.0000,32004.0000,Rent,1,ljuQP5ld-5Y5T,Debtconsolidation,A,2500.0000,7.49,1,0.08,OwNQBobd-jHXD,N,17.0000
GQk0xh9B-J5K7,25.0000,73000.0000,Mortgage,8,bvvRDC6B-6jDv,Debtconsolidation,C,3500.0000,13.23,0,0.05,oIUHO76N-Hpif,N,2.0000
R61FAQp0-HME6,23.0000,66024.5583,Rent,7,sCrCsdnO-0NZx,Venture,D,11200.0000,11.013104465037149,0,0.18,g3YoXZRx-qztm,N,4.0000
CyPfrCKa-7s3d,22.0000,63000.0000,Rent,2,OKXvt8zJ-B7Fj,Venture,A,5000.0000,7.74,0,0.08,s2jHIbdI-2nYr,N,4.0000
AtNusT4q-nac2,22.0000,65004.0000,Mortgage,6,dwb3MpRt-oRYM,Medical,A,5500.0000,6.03,0,0.08,4iwk4ANU-blUX,N,2.0000
0mKpnBxZ-e1Yd,26.0000,55000.0000,Mortgage,10,Acygb8nd-gTC5,Venture,A,12500.0000,8.94,0,0.23,E84gaYCk-XT1q,N,2.0000
QP1MFIqf-LReL,32.0000,25000.0000,Rent,0,LLiFkdUB-HI4A,Personal,C,3000.0000,13.48,0,0.12,ZQ1iaaPP-F30Q,N,5.0000
1UK65u9c-JzWc,28.0000,86000.0000,Mortgage,12,J573ENNL-7IuB,Education,B,15000.0000,10.62,0,0.17,7kLCncCA-xEkt,N,10.0000
I9xYDcHM-IuYZ,45.0000,33600.0000,Own,14,iyLlLEw1-SdvE,Venture,A,4000.0000,6.39,0,0.12,yPncAD8M-fwOa,N,11.0000
n7TPb96m-0DQE,23.0000,91800.0000,Rent,7,A1WfFuW2-joYl,Medical,B,10000.0000,11.013104465037149,1,0.09,hfLxeB2S-KKR4,N,4.0000
l8Bfu7uy-miWk,26.0000,33192.0000,Mortgage,4.787874228975478,34Gakrt5-PX8m,Personal,B,3000.0000,12.69,1,0.09,uJ17i540-byCQ,N,4.0000
fT7JWyvc-nySQ,23.0000,25000.0000,Own,4.787874228975478,9ECOmkwi-Kk67,Medical,C,4000.0000,15.27,0,0.16,O9q1HFLc-8xkn,Y,4.0000
WwMWRgFh-j5Fm,22.0000,48000.0000,Mortgage,5,eiYuEF7M-YNQr,Education,A,9600.0000,7.51,0,0.2,PkgdndUl-fYcB,N,4.0000
C7xEsGIi-WBCb,32.0000,34000.0000,Rent,0,GbYPrhol-8MOF,Education,B,7500.0000,10.01,1,0.22,9P0IU2Q7-lc8O,N,5.0000
MHfyGtqh-AP82,32.0000,47900.0000,Rent,2,3AceZslI-Et45,Medical,A,11000.0000,7.51,0,0.23,qC0TBNuj-bC9c,N,10.0000
6Lnu4vUQ-uOGR,38.0000,40320.0000,Mortgage,4,wU6bySQ4-aSvP,Education,D,15000.0000,16.07,0,0.37,YGBwn5HP-vptM,N,14.0000
14to7zay-XJx6,38.0000,104800.0000,Mortgage,6,GUNCLTI2-Izrc,Venture,A,14000.0000,6.03,0,0.13,Nt7nahWM-0hZs,N,14.0000
DXeAtsTy-Qwpy,22.0000,10000.0000,Rent,0,z8olP0Om-v8Kc,Homeimprovement,B,7000.0000,12.21,1,0.7,xLGNXvN9-n7qs,N,2.0000
b5GkFS9H-jhzC,22.0000,84000.0000,Mortgage,6,dd8O1Oim-ezJg,Debtconsolidation,A,7500.0000,8.63,0,0.09,JWqaz18U-tNSd,N,2.0000
OGxX4dNW-Rrj8,40.0000,43000.0000,Mortgage,18,cjxnbaFz-ZhPa,Medical,C,2500.0000,12.84,0,0.06,ObT10MbC-K3Xo,N,14.0000
QrTvC59F-e9s0,31.0000,49000.0000,Rent,8,DRxZpKSt-2uPR,Debtconsolidation,B,7000.0000,12.69,0,0.14,9rNyBoWL-m37I,N,6.0000
ZxKQG0Fd-7c56,23.0000,74800.0000,Mortgage,4,3b0Y7dvF-drop,Medical,C,8400.0000,14.65,1,0.1,WRwJQbAq-SNQR,N,4.0000
ZJ335toY-gq4p,24.0000,25000.0000,Rent,0,BISkmiun-jgbx,Education,A,4400.0000,6.76,0,0.18,RFTzuKqm-IXNv,N,2.0000
PHeB9fu7-APQI,29.0000,150000.0000,Mortgage,4,OISwrwFw-f3sJ,Medical,A,7200.0000,7.29,0,0.05,jOsgRsLd-PGwj,N,7.0000
A99sS7Gb-1KAO,23.0000,81000.0000,Rent,7,JIlodXm7-l9HI,Medical,C,18000.0000,13.98,0,0.22,FSst94Af-mFRJ,N,2.0000
DnvUYdtP-qrko,37.0000,97000.0000,Rent,8,ZUnZ5SKp-kQS6,Homeimprovement,F,25000.0000,19.41,0,0.26,KGncw2D5-kLp3,N,11.0000
BWuX5YSO-7SQX,22.0000,60000.0000,Rent,5,rCkHCb2o-34tj,Debtconsolidation,C,2500.0000,11.013104465037149,0,0.04,1JGdoatt-bi4t,Y,4.0000
v7JnvY4j-z0cQ,33.0000,40800.0000,Mortgage,4.787874228975478,ogbBwwoB-i6di,Debtconsolidation,A,15000.0000,7.51,0,0.37,6pje760B-qPfm,N,5.0000
vkpfSN0M-XmtS,25.0000,33600.0000,Own,9,SdOn28yS-Hw1n,Venture,A,9750.0000,11.013104465037149,0,0.29,qJJE2fuY-2M43,N,3.0000
Q6rukffz-lCJP,25.0000,66000.0000,Rent,6,MJvjstTg-S0fO,Homeimprovement,B,16000.0000,10,0,0.24,97EGRf50-xKBz,N,4.0000
HvZb3X4y-5QKU,23.0000,36000.0000,Mortgage,3,AX3cxyaM-mgI1,Debtconsolidation,C,3000.0000,13.22,0,0.08,hLgr55dn-dXDJ,N,4.0000
yXmjwJrO-EUJW,35.0000,21600.0000,Rent,1,0qDeGxed-OfHH,Education,C,2500.0000,14.35,0,0.12,2z7OTipw-hWI6,Y,8.0000
T60b1dKr-N6t4,32.0000,54000.0000,Rent,16,yNwKolPg-waMy,Homeimprovement,A,8500.0000,7.49,0,0.16,sKFANuZB-CRH4,N,6.0000
ngwRzBbO-FOcU,33.0000,50500.0000,Mortgage,2,zSs1ue4B-xNdb,Medical,D,4000.0000,11.013104465037149,1,0.08,F7RivkAi-oJbr,Y,8.0000
Iouc53em-xvWE,23.0000,28800.0000,Mortgage,0,WpgcH1pZ-RcxC,Medical,A,6000.0000,7.49,0,0.21,oJQ47NS8-TlD5,N,2.0000
EpALF0DD-6QQ1,25.0000,68400.0000,Rent,9,wdNJ2k9m-gUv2,Personal,E,24250.0000,17.56,1,0.35,ri2PEklb-yeKi,N,4.0000
BJOOmggg-Sdwy,23.0000,30900.0000,Rent,1,jU1hiIYZ-flte,Personal,A,5775.0000,9.63,1,0.19,onBT4S2v-Yvfi,N,4.0000
2AuI7JjL-5KLJ,27.0000,160000.0000,Mortgage,12,thdAfvhq-3uOK,Medical,C,1500.0000,11.78,0,0.01,5Fqtn0pS-NQHX,Y,6.0000
g8q7BrwT-ALdk,23.0000,38004.0000,Rent,2,RiLmGdKe-SOcw,Education,A,4500.0000,7.88,0,0.12,rrP0cHYO-OZmZ,N,3.0000
T3IlpBG5-3oby,26.0000,50000.0000,Rent,0,un6OtP43-Uy61,Homeimprovement,B,13000.0000,11.013104465037149,0,0.26,xjjxJC79-upbM,N,4.0000
55K0v2jY-hXGq,25.0000,36000.0000,Rent,4.787874228975478,HHxXbbRR-trLL,Education,A,12000.0000,5.79,1,0.33,5RrDZlBy-F0YT,N,3.0000
wWuUTe6I-8D51,24.0000,200000.0000,Mortgage,8,7wblDeg3-1CX4,Debtconsolidation,B,20000.0000,11.013104465037149,0,0.1,t4G6ulB0-e6Xg,N,3.0000
SyQaAOLN-6UDr,24.0000,24000.0000,Rent,5,73syqctt-l1ms,Personal,C,5500.0000,14.27,0,0.23,oJdNwHaQ-aD43,Y,3.0000
EwBDIkM5-urJ5,22.0000,26124.0000,Rent,2,HLiJKDuC-gJx0,Education,A,7125.0000,5.79,0,0.27,7aF4kLNl-5jjz,N,2.0000
iLLS2xL1-Lzts,29.0000,74100.0000,Rent,3,GYJALbXx-25X2,Homeimprovement,C,4500.0000,13.61,0,0.06,bIQpRidD-P2mm,Y,6.0000
ar0WMM5s-vay2,37.0000,73000.0000,Rent,21,yL1ZqUjk-g8ht,Debtconsolidation,D,14000.0000,16.02,1,0.19,KpXShv89-sJP6,N,17.0000
FZ8hkEt5-vRjU,31.0000,17000.0000,Rent,2,nrjucoao-ov1C,Medical,D,4000.0000,14.59,1,0.24,Ald58isX-6Zih,Y,9.0000
lXKtfIH4-Clw6,21.0000,50000.0000,Rent,5,vXYHnv9x-arIR,Debtconsolidation,A,8075.0000,6.17,0,0.16,WBtyF6Ub-d4DQ,N,2.0000
CKk4qYy8-wKFS,22.0000,52500.0000,Mortgage,6,038D55xc-25rp,Debtconsolidation,C,8000.0000,15.23,0,0.15,SL7iDhdB-yU97,N,3.0000
JPgmjLP3-t5wZ,23.0000,29120.0000,Own,0,4C6Wex9Y-vztf,Education,A,6400.0000,8.94,0,0.22,BbxBbuvr-m8G2,N,4.0000
bssGBs3I-BqY3,21.0000,30000.0000,Rent,0,7IpHJcN4-chAe,Venture,A,5000.0000,8.59,0,0.17,RRCvSSpt-xN1m,N,2.0000
TCL5iUZY-RrfZ,22.0000,40000.0000,Rent,7,lhTcJGF2-Ud4k,Education,B,10000.0000,10.37,0,0.25,LUIoQBCg-DdxK,N,2.0000
AUoEf2b3-IQxw,26.0000,75000.0000,Rent,4.787874228975478,0TAU1zTX-OKZA,Medical,B,9590.5644,5.99,0,0.16,Yich1Ae9-L4en,N,4.0000
AHl52XiI-igo9,23.0000,41004.0000,Rent,2,acMRdQk5-jwei,Personal,B,10400.0000,12.53,0,0.25,Bxladjej-P89y,N,4.0000
YrYKef6X-9Po5,23.0000,72000.0000,Mortgage,7,t1PXSjgh-k2t1,Debtconsolidation,A,6000.0000,6.17,0,0.08,qGZbhOMg-aE52,N,3.0000
qOvLxofq-iwCn,25.0000,150000.0000,Mortgage,9,Ln9yFluq-kO8O,Homeimprovement,B,25000.0000,10.37,0,0.17,tG2qo7Mf-QTaj,N,2.0000
IvImSq2N-XG0L,41.0000,37000.0000,Mortgage,3,FIapx1XX-WGNK,Education,C,6000.0000,12.99,0,0.16,vAjvuKfr-dOB5,N,11.0000
YRDMXMlF-qiTN,27.0000,60000.0000,Own,11,9N5woqOA-eswX,Debtconsolidation,D,18000.0000,13.24,0,0.3,7ZYFn2Ph-dBzA,Y,7.0000
0MOWl4Fw-lErz,22.0000,60000.0000,Mortgage,4,s6UwAGsR-jkRn,Personal,C,3000.0000,13.16,0,0.05,elkayAb0-9JmY,N,2.0000
APnWk3cx-1uYq,24.0000,87000.0000,Rent,8,c1ZB070X-7RC7,Homeimprovement,D,25000.0000,14.84,0,0.29,xMoFbASY-Tmig,N,3.0000
XNM1Jk9b-adwk,23.0000,29004.0000,Own,1,uckUaC2P-y6Fe,Education,C,2000.0000,13.16,0,0.07,wSocIBfd-Zlmh,Y,3.0000
aUbyAKYb-RTav,24.0000,87996.0000,Mortgage,1,WzT9iHLc-BRfM,Personal,B,7000.0000,11.99,0,0.08,56Q4oJB0-xeSf,N,4.0000
